Publishing Date,Headlines,Category,Structural Hierarchy Description
3/25/2014,['PTCL sets minimum benchmark'],PTC,Stock in the TechComm Sector
3/27/2014,['PTCL acknowledges women workers'],PTC,Stock in the TechComm Sector
4/3/2014,"['PTCL, TCS sign accord']",PTC,Stock in the TechComm Sector
4/18/2014,['PTCL organises seminar'],PTC,Stock in the TechComm Sector
4/22/2014,['PTCL signs accord with WWF'],PTC,Stock in the TechComm Sector
4/24/2014,['PTCL holds 19th annual meeting'],PTC,Stock in the TechComm Sector
4/26/2014,['PTCL ranked preferred employer'],PTC,Stock in the TechComm Sector
5/6/2014,"['PTCL, ABAD sign agreement']",PTC,Stock in the TechComm Sector
5/23/2014,['PTCL to use cloud computing'],PTC,Stock in the TechComm Sector
5/27/2014,['PTCL honoured'],PTC,Stock in the TechComm Sector
6/8/2014,['PTCL partners with HEC'],PTC,Stock in the TechComm Sector
6/15/2014,['PTCL holds HR moot in Islamabad'],PTC,Stock in the TechComm Sector
6/26/2014,['PTCL customers awarded'],PTC,Stock in the TechComm Sector
7/16/2014,['PTCL earnings at Rs8.24 billion'],PTC,Stock in the TechComm Sector
8/21/2014,['PTCL offers free internet'],PTC,Stock in the TechComm Sector
9/29/2014,['Lahore PTCL office fire suspends services'],PTC,Stock in the TechComm Sector
10/10/2014,['CCP dismisses complaint against PTCL'],PTC,Stock in the TechComm Sector
10/17/2014,['PTCL earns profits of Rs1.74bn'],PTC,Stock in the TechComm Sector
11/7/2014,['PTCL introduces highly lucrative VSS'],PTC,Stock in the TechComm Sector
11/13/2014,"['CAA, PTCL sign MoU']",PTC,Stock in the TechComm Sector
11/22/2014,"['PTCL, Engineers Town sign MoU', 'PTCL signs MoU for deployment of ICT infrastructure']",PTC,Stock in the TechComm Sector
12/5/2014,"['Bahria Town, PTCL sign agreement']",PTC,Stock in the TechComm Sector
12/12/2014,"['PTCL, Soneri Bank sign agreement']",PTC,Stock in the TechComm Sector
1/18/2015,['PTCL extends EVO’s discount offer'],PTC,Stock in the TechComm Sector
1/22/2015,['PTCL’s online education effort'],PTC,Stock in the TechComm Sector
2/11/2015,['PTCL full-year net profit falls 74 percent to Rs3.96 billion'],PTC,Stock in the TechComm Sector
3/10/2015,['PTCL announces partnership with Akamai Technologies'],PTC,Stock in the TechComm Sector
3/19/2015,['PTCL celebrates Women’s Day'],PTC,Stock in the TechComm Sector
3/20/2015,"['PTCL, NESPAK sign agreement']",PTC,Stock in the TechComm Sector
3/25/2015,['PTCL adds landline service'],PTC,Stock in the TechComm Sector
3/31/2015,['PTCL launches CharJi EVO services'],PTC,Stock in the TechComm Sector
4/1/2015,['PTCL expands CharJi EVO service'],PTC,Stock in the TechComm Sector
4/16/2015,"['PTCL Q1 profit falls 84 percent, lags forecast']",PTC,Stock in the TechComm Sector
4/22/2015,['PTCL upgrades data warehouse'],PTC,Stock in the TechComm Sector
5/14/2015,['PTCL holds session on disruptive innovation'],PTC,Stock in the TechComm Sector
5/20/2015,['PTCL introduces EVO double offer'],PTC,Stock in the TechComm Sector
5/30/2015,"['PTCL, Saima Group ink agreement']",PTC,Stock in the TechComm Sector
6/20/2015,"['PTCL cash prizes on CharJi, EVO']",PTC,Stock in the TechComm Sector
6/25/2015,['PTCL launches 4G LTE tab'],PTC,Stock in the TechComm Sector
7/16/2015,['PTCL declares cash dividend of Re1'],PTC,Stock in the TechComm Sector
8/1/2015,['PTCL’s flood-relief efforts'],PTC,Stock in the TechComm Sector
9/20/2015,['PTCL partners with Google'],PTC,Stock in the TechComm Sector
10/31/2015,['PTCL restores communication'],PTC,Stock in the TechComm Sector
11/13/2015,['PTCL organises session'],PTC,Stock in the TechComm Sector
11/14/2015,"['PTCL, FIEDMC sign agreement']",PTC,Stock in the TechComm Sector
12/27/2015,['PTCL launches Pakistan’s first online gaming lounge'],PTC,Stock in the TechComm Sector
2/4/2016,['PTCL offers free broadband services'],PTC,Stock in the TechComm Sector
3/5/2016,"['PTCL, ZTE sign strategic alliance']",PTC,Stock in the TechComm Sector
4/15/2016,['PTCL profits surge 147 percent'],PTC,Stock in the TechComm Sector
4/16/2016,"['PTCL, Telenor sign fibre leasing deal']",PTC,Stock in the TechComm Sector
4/21/2016,['PTCL to make investment in Gwadar'],PTC,Stock in the TechComm Sector
6/22/2016,['PTCL honoured'],PTC,Stock in the TechComm Sector
7/21/2016,['PTCL’s second quarter profit down 46 percent'],PTC,Stock in the TechComm Sector
10/7/2016,['PTCL refutes rumours'],PTC,Stock in the TechComm Sector
10/14/2016,['PTCL earns Rs876.374mln profit in July-Sept'],PTC,Stock in the TechComm Sector
2/9/2017,['PTCL’s full-year  profit falls 30pc'],PTC,Stock in the TechComm Sector
4/9/2017,['PTCL inks deal with Malaysia’s Iflix'],PTC,Stock in the TechComm Sector
4/14/2017,['PTCL profit falls'],PTC,Stock in the TechComm Sector
6/17/2017,['PTCL’s 4G service opened in AJK'],PTC,Stock in the TechComm Sector
7/8/2017,['PTCL commissions new submarine cable system AAE-1'],PTC,Stock in the TechComm Sector
7/20/2017,['PTCL’s profit rises 4.4 percent to Rs2.544 billion in April-June'],PTC,Stock in the TechComm Sector
10/12/2017,['PTCL’s profit falls to Rs6.5 billion in Jan-Sept'],PTC,Stock in the TechComm Sector
11/23/2017,['PTCL to set up incubation centre'],PTC,Stock in the TechComm Sector
12/6/2017,['PTCL wins EFP Award'],PTC,Stock in the TechComm Sector
12/14/2017,['PTCL organises seminar'],PTC,Stock in the TechComm Sector
12/29/2017,['PTCL wards off land grabbers’ attempts'],PTC,Stock in the TechComm Sector
1/5/2018,['‘Investing in education vital for PTCL’'],PTC,Stock in the TechComm Sector
1/11/2018,['PTCL gets certification'],PTC,Stock in the TechComm Sector
1/24/2018,['PTCL injects Rs1 billion in U Bank'],PTC,Stock in the TechComm Sector
2/15/2018,['PTCL’s profit surges 168 percent in 2017'],PTC,Stock in the TechComm Sector
2/16/2018,"['PTCL, Microsoft sign agreements']",PTC,Stock in the TechComm Sector
2/21/2018,"['PTCL, Telenor sign fiber leasing deal']",PTC,Stock in the TechComm Sector
3/2/2018,['PTCL declared fastest growing brand'],PTC,Stock in the TechComm Sector
3/7/2018,"['PTCL, Netflix ink agreement']",PTC,Stock in the TechComm Sector
4/13/2018,['PTCL’s quarterly profit down 10pc'],PTC,Stock in the TechComm Sector
6/22/2018,['PTCL gets ISO certifications'],PTC,Stock in the TechComm Sector
7/13/2018,"['PTCL, PSEB ink agreement']",PTC,Stock in the TechComm Sector
7/19/2018,['Weak rupee slashes PTCL’s profit by 45pc in six months'],PTC,Stock in the TechComm Sector
12/10/2014,['Overwhelming Response to first Phase of Systems Limited’s IPO'],SYS,Stock in the TechComm Sector
10/23/2015,['Punjab Group of Colleges signs pact with Systems Limited'],SYS,Stock in the TechComm Sector
6/20/2010,['TPL pulls out of Rs2.8 billion building project'],TPL,Stock in the TechComm Sector
1/25/2012,['TPL designs house locator software'],TPL,Stock in the TechComm Sector
10/20/2012,['TPL Insurance expresses interest in Alico'],TPL,Stock in the TechComm Sector
8/19/2014,['European insurance firm to acquire TPL Direct Insurance'],TPL,Stock in the TechComm Sector
10/12/2014,['TPL Trakker to sell 33pc stakes'],TPL,Stock in the TechComm Sector
4/4/2015,"['Mobicash, TPL Trakker to give cash-less travel solution']",TPL,Stock in the TechComm Sector
8/13/2015,"['TPL, HBL sign accord']",TPL,Stock in the TechComm Sector
8/27/2015,['TPL launches Personal Trakker'],TPL,Stock in the TechComm Sector
9/3/2015,['TPL plans to raise funds'],TPL,Stock in the TechComm Sector
12/29/2015,['TPL Trakker plans to acquire Asia Care insurance'],TPL,Stock in the TechComm Sector
1/14/2016,"['Meezan Bank, TPL Direct sign deal']",TPL,Stock in the TechComm Sector
5/19/2016,['TPL collaborates with Telenor'],TPL,Stock in the TechComm Sector
8/10/2017,"['TPL Life, MMBL sign agreement']",TPL,Stock in the TechComm Sector
8/19/2017,['TPL Maps launches Urdu service'],TPL,Stock in the TechComm Sector
10/6/2017,"['TPL Life, U Bank sign agreement']",TPL,Stock in the TechComm Sector
11/16/2017,"['UBL Omni, TPL Rupiya sign MoU']",TPL,Stock in the TechComm Sector
11/29/2017,['TPL Corporation Limited formed'],TPL,Stock in the TechComm Sector
3/6/2018,['TPL invests in financial services'],TPL,Stock in the TechComm Sector
3/25/2018,['TPL Life Insurance launches ‘TPL OPD Sahulat’'],TPL,Stock in the TechComm Sector
3/28/2018,"['TMFB, TPL Insurance expand JV scope']",TPL,Stock in the TechComm Sector
9/1/2006,['Consortium to invest $35m in TRG'],TRG,Stock in the TechComm Sector
2/19/2008,['Clients skip Pakistan due to negative image: TRG MD'],TRG,Stock in the TechComm Sector
8/8/2009,['TRG Pakistan reports income of Rs25m'],TRG,Stock in the TechComm Sector
8/3/2010,['TRG sells its subsidiaries in Arizona'],TRG,Stock in the TechComm Sector
9/19/2010,['SECP fines TRG Pakistan on defying rules'],TRG,Stock in the TechComm Sector
12/21/2012,['TRG Pakistan ponders AIM  listing'],TRG,Stock in the TechComm Sector
5/10/2014,['TRG Pakistan ponders AIM listing'],TRG,Stock in the TechComm Sector
5/14/2017,['US envoy inaugurates TRG’s IT facility'],TRG,Stock in the TechComm Sector
1/11/2018,['TRG Pakistan posts losses'],TRG,Stock in the TechComm Sector
2/2/2018,['TRG Pakistan posts losses'],TRG,Stock in the TechComm Sector
3/30/2018,['TRG’s subsidiary postpones IPO'],TRG,Stock in the TechComm Sector
4/26/2006,['Jordan firm to set up thermal power plant'],PowerGen,Sector in the stock market
4/30/2006,['Karachi power crisis echoes in NA'],PowerGen,Sector in the stock market
6/10/2006,['Opposition seeks debate on Karachi power crisis'],PowerGen,Sector in the stock market
6/22/2006,['Out-of-box thinking needed for power generation from waves'],PowerGen,Sector in the stock market
7/5/2006,['Bulgaria shows interest in power plant'],PowerGen,Sector in the stock market
7/6/2006,['Ministry responsible for not increasing power generation: Mukhtar'],PowerGen,Sector in the stock market
7/8/2006,['PM asks KESC to boost power generation'],PowerGen,Sector in the stock market
7/11/2006,['Big industrial units seek power generation permission'],PowerGen,Sector in the stock market
7/28/2006,['Musharraf directs KESC to evolve plans to end power crisis'],PowerGen,Sector in the stock market
7/30/2006,['UNDP funds wind power generation'],PowerGen,Sector in the stock market
8/27/2006,['IPPs’ power generation plan in jeopardy: official'],PowerGen,Sector in the stock market
9/3/2006,['Fuel for power plant'],PowerGen,Sector in the stock market
9/7/2006,"['Accord inked for thermal power plant', 'ADB to invest $250m in energy, power sector']",PowerGen,Sector in the stock market
9/10/2006,['Crucial years ahead for power sector'],PowerGen,Sector in the stock market
10/3/2006,['Thar coal-based power plant'],PowerGen,Sector in the stock market
10/9/2006,['Bangladeshis protest as power generation drops'],PowerGen,Sector in the stock market
10/17/2006,['Plan to increase nuclear power generation'],PowerGen,Sector in the stock market
10/20/2006,['CDWP sanctions funds for six N-power plant sites'],PowerGen,Sector in the stock market
11/1/2006,['Russian firm to invest in power sector'],PowerGen,Sector in the stock market
11/10/2006,['Efforts on to establish coal-power generation authority'],PowerGen,Sector in the stock market
11/23/2006,['Power plant'],PowerGen,Sector in the stock market
11/30/2006,['Russia shows interest in coal power plant'],PowerGen,Sector in the stock market
12/30/2006,['First coal-based power plant'],PowerGen,Sector in the stock market
1/20/2007,['Power crisis remains a nightmare'],PowerGen,Sector in the stock market
2/16/2007,['ADB to invest $3bn for improvement of power sector'],PowerGen,Sector in the stock market
2/20/2007,['BD plans power cut to ease electricity crisis'],PowerGen,Sector in the stock market
3/3/2007,['Govt encourages private power generation'],PowerGen,Sector in the stock market
3/23/2007,['KESC to enhance power generation with $125m IFC loan'],PowerGen,Sector in the stock market
3/30/2007,['Power generation moot next month'],PowerGen,Sector in the stock market
4/6/2007,['Minister blames Siemens for power crisis'],PowerGen,Sector in the stock market
4/12/2007,['Koreans eye power sector'],PowerGen,Sector in the stock market
4/21/2007,['High-level meeting called as power crisis deepens'],PowerGen,Sector in the stock market
5/9/2007,['Coal-based power plant approved'],PowerGen,Sector in the stock market
6/17/2007,['New power plant foundation laid KESC to get additional 220 MW next year'],PowerGen,Sector in the stock market
6/25/2007,['BD to build N-power plant'],PowerGen,Sector in the stock market
6/29/2007,['No respite from power crisis till 2010'],PowerGen,Sector in the stock market
7/14/2007,['LPG use in power generation reviewed'],PowerGen,Sector in the stock market
8/3/2007,['Toiling in the dark: Africa’s power crisis'],PowerGen,Sector in the stock market
8/5/2007,['MoU signed for 400MW power plant'],PowerGen,Sector in the stock market
8/9/2007,['MQM stages walkout over Karachi power crisis'],PowerGen,Sector in the stock market
8/28/2007,['US gives grants for power sector'],PowerGen,Sector in the stock market
8/29/2007,"['PPIB, APL ink power plant deal']",PowerGen,Sector in the stock market
8/30/2007,['175MW power plant deal inked'],PowerGen,Sector in the stock market
9/26/2007,['Power plant achieves financial closure'],PowerGen,Sector in the stock market
10/2/2007,"['MoU for coal mining, power generation at Thar']",PowerGen,Sector in the stock market
10/4/2007,['World’s first osmotic power plant planned'],PowerGen,Sector in the stock market
10/8/2007,['KESC’s power crisis likely to be compounded'],PowerGen,Sector in the stock market
10/31/2007,['‘Pakistan should exploit coal for power generation’'],PowerGen,Sector in the stock market
12/11/2007,['Musharraf inaugurates power plant'],PowerGen,Sector in the stock market
12/15/2007,"['Low water,gas supply affected power generation: PSOC']",PowerGen,Sector in the stock market
1/3/2008,['Energy resources ‘Negligence led to power crisis’'],PowerGen,Sector in the stock market
1/4/2008,['LCCI for tackling power crisis'],PowerGen,Sector in the stock market
1/6/2008,['Meeting on power crisis today'],PowerGen,Sector in the stock market
1/11/2008,['Drive to overcome power crisis'],PowerGen,Sector in the stock market
1/17/2008,['‘Power crisis to last for another two years’'],PowerGen,Sector in the stock market
1/25/2008,['Guidelines on co-generation of power prepared'],PowerGen,Sector in the stock market
1/27/2008,"['Oman eyes Gulf’s first coal power plant', 'Asia Energy to build BD power plant']",PowerGen,Sector in the stock market
1/29/2008,['First public sector power plant after 17 years'],PowerGen,Sector in the stock market
2/9/2008,['Industries brace for looming power crisis in summer'],PowerGen,Sector in the stock market
2/12/2008,['Need to focus on sustainable power generation stressed'],PowerGen,Sector in the stock market
2/22/2008,['China in dearth of coking coal after power crisis'],PowerGen,Sector in the stock market
3/20/2008,['PM to be briefed about power crisis in Karachi'],PowerGen,Sector in the stock market
3/21/2008,['Power sector in a shambles'],PowerGen,Sector in the stock market
4/21/2008,['No solution to power crisis in sight'],PowerGen,Sector in the stock market
5/3/2008,['Power crisis can be overcome by closing markets at 8pm'],PowerGen,Sector in the stock market
5/7/2008,['Power generation dropped as water situation deteriorates'],PowerGen,Sector in the stock market
5/8/2008,['Special cabinet meeting on power crisis likely'],PowerGen,Sector in the stock market
5/16/2008,['‘Advancing clocks will not resolve power crisis’'],PowerGen,Sector in the stock market
5/18/2008,['Malaysia eyes coal-power generation'],PowerGen,Sector in the stock market
5/23/2008,"['Power generation to rise by 2,200MW in one year: PEPCO MD']",PowerGen,Sector in the stock market
5/26/2008,"['Gilani says he won’t confront Musharraf Reiterates resolve to restore judges promises new power, agriculture policies to overcome electricity shortfall, food crisis']",PowerGen,Sector in the stock market
5/28/2008,['Govt seeks private sector’s help to combat power crisis'],PowerGen,Sector in the stock market
5/30/2008,['Mismanagement cause of power crisis'],PowerGen,Sector in the stock market
6/3/2008,['Coordinated efforts required to  curb power crisis: Raja Pervez'],PowerGen,Sector in the stock market
6/19/2008,['WB approves $256.85m for Pakistan power sector'],PowerGen,Sector in the stock market
6/21/2008,['NWFP industrialists scoff at Rs429.969m for power generation'],PowerGen,Sector in the stock market
6/26/2008,['Food crisis looms as Maoists set to take power in Nepal'],PowerGen,Sector in the stock market
7/6/2008,"['Japan firms may quit Indonesia over power crisis', 'Govt to facilitate investors in power sector']",PowerGen,Sector in the stock market
